,Kingdom,Phylum,Class,Order,Family,Genus
ASV7785,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Reichenbachiella
ASV7786,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Fulvivirga
ASV7788,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV7789,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,NA
ASV7790,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV7793,Bacteria,Planctomycetes,OM190,NA,NA,NA
ASV7795,NA,NA,NA,NA,NA,NA
ASV7798,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA
ASV7799,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA
ASV7801,Bacteria,Planctomycetes,OM190,NA,NA,NA
ASV7802,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
ASV7803,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,XY-R5
ASV7804,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Catenococcus
ASV7805,Bacteria,Proteobacteria,Gammaproteobacteria,EC3,NA,NA
ASV7806,Bacteria,Dadabacteria,Dadabacteriia,Dadabacteriales,NA,NA
ASV7808,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,NA
ASV7809,Bacteria,Planctomycetes,OM190,NA,NA,NA
ASV7810,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,NA
ASV7811,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353_marine_group,NA,NA
ASV7812,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,NA
ASV7813,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV7814,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV7815,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV7816,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA
ASV7817,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV7818,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,NA
ASV7819,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV7820,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group
ASV7822,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV7823,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Catenococcus
ASV7824,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus_Amoebophilus
ASV7825,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
ASV7827,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV7828,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Lentimonas
ASV7829,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,NA,NA
ASV7830,Bacteria,Planctomycetes,OM190,NA,NA,NA
ASV7831,Bacteria,Proteobacteria,Deltaproteobacteria,NA,NA,NA
ASV7832,Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Piscirickettsia
ASV7833,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NA,NA
ASV7834,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV7836,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA
ASV7837,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Bermanella
ASV7839,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02
ASV7840,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A_clade,NA,NA
ASV7841,Bacteria,Cyanobacteria,Oxyphotobacteria,NA,NA,NA
ASV7842,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Amoebophilaceae,NA
ASV7843,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV7844,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Rubinisphaeraceae,NA
ASV7846,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4_lineage
ASV7848,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA
ASV7849,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA
ASV7851,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV7852,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ia
ASV7853,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA
ASV7854,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Algicola
ASV7855,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV7856,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV7857,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV7858,Bacteria,Planctomycetes,NA,NA,NA,NA
ASV7859,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV7860,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV7861,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,XY-R5
ASV7862,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV7863,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group
ASV7864,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV7865,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,Candidatus_Fritschea
ASV7866,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,NA
ASV7867,Bacteria,NA,NA,NA,NA,NA
ASV7869,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,NA
ASV7870,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV7871,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA
ASV7872,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV7874,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV7875,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV7876,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV7878,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
ASV7879,Bacteria,Planctomycetes,028H05-P-BN-P5,NA,NA,NA
ASV7880,Bacteria,NA,NA,NA,NA,NA
ASV7882,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Aestuariicella
ASV7883,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV7884,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Flammeovirgaceae,Flexithrix
ASV7885,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
ASV7886,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV7888,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
ASV7890,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV7891,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
ASV7892,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV7893,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV7894,Bacteria,NA,NA,NA,NA,NA
ASV7895,Bacteria,Planctomycetes,NA,NA,NA,NA
ASV7897,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Urania-1B-19_marine_sediment_group
ASV7898,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV7899,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,NA
ASV7900,Bacteria,Cyanobacteria,Oxyphotobacteria,NA,NA,NA
ASV7901,Bacteria,Planctomycetes,OM190,NA,NA,NA
ASV7903,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV7904,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV7905,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA
ASV7906,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV7907,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV7908,Bacteria,Planctomycetes,OM190,NA,NA,NA
ASV7909,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,NA
ASV7910,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Haloferula
ASV7911,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NA,NA
ASV7912,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,NA
ASV7914,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Nitrosococcaceae,NA
ASV7916,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,NA,NA
ASV7917,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group
ASV7918,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV7920,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV7926,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4_lineage
ASV7927,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV7928,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,NA,NA
ASV7929,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
ASV7930,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,NA
ASV7931,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula
ASV7933,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Maricaulis
ASV7934,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Candidatus_Endobugula
ASV7936,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV7937,Archaea,NA,NA,NA,NA,NA
ASV7939,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV7940,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas
ASV7941,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,NA,NA
ASV7942,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azomonas
ASV7943,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV7944,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV7945,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Bergeyella
ASV7946,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola
ASV7948,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,NA
ASV7951,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ia
ASV7953,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,NA
ASV7954,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV7955,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,NA
ASV7956,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,SD04E11
ASV7957,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Rubinisphaeraceae,NA
ASV7958,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
ASV7959,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aurantivirga
ASV7960,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV7961,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group
ASV7962,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,NA
ASV7963,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,NA
ASV7964,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,NA
ASV7965,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,NA,NA
ASV7966,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV7967,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV7968,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavicella
ASV7969,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Vadicella
ASV7971,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,NA
ASV7972,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV7973,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,NA
ASV7974,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV7975,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV7976,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV7977,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV7978,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV7979,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,NA,NA
ASV7980,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,Fangia
ASV7981,Bacteria,NA,NA,NA,NA,NA
ASV7982,Bacteria,NA,NA,NA,NA,NA
ASV7983,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV7986,Bacteria,Planctomycetes,Pla4_lineage,NA,NA,NA
ASV7987,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV7988,Bacteria,NA,NA,NA,NA,NA
ASV7990,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA
ASV7991,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV7992,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Aureispira
ASV7993,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV7994,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodovibrionales,Fodinicurvataceae,NA
ASV7995,Bacteria,Cyanobacteria,Oxyphotobacteria,Phormidesmiales,Phormidesmiaceae,Acrophormium_PCC-7375
ASV7996,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV7997,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella
ASV7998,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,XY-R5
ASV7999,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Candidatus_Captivus
ASV8000,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV8001,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Xenococcaceae,Xenococcus_PCC-7305
ASV8002,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Algisphaera
ASV8003,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV8004,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV8005,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,Microscilla
ASV8007,Bacteria,NA,NA,NA,NA,NA
ASV8008,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV8009,NA,NA,NA,NA,NA,NA
ASV8010,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA
ASV8011,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV8013,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV8014,Bacteria,Proteobacteria,Deltaproteobacteria,NA,NA,NA
ASV8015,Bacteria,Proteobacteria,Gammaproteobacteria,OM182_clade,NA,NA
ASV8019,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV8020,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV8022,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV8023,Bacteria,Patescibacteria,Gracilibacteria,Candidatus_Peribacteria,NA,NA
ASV8024,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,NA,NA
ASV8025,Bacteria,Proteobacteria,Deltaproteobacteria,NB1-j,NA,NA
ASV8026,Bacteria,Planctomycetes,NA,NA,NA,NA
ASV8027,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV8028,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,NA,NA
ASV8029,Bacteria,NA,NA,NA,NA,NA
ASV8030,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,NA,NA
ASV8031,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA
ASV8032,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV8033,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,NA
ASV8034,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella
ASV8035,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,NA
ASV8036,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV8038,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV8039,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA
ASV8040,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV8041,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA
ASV8042,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Vallitalea
ASV8043,Bacteria,NA,NA,NA,NA,NA
ASV8044,Bacteria,Firmicutes,Bacilli,Bacillales,Family_XII,Exiguobacterium
ASV8046,Bacteria,NA,NA,NA,NA,NA
ASV8047,NA,NA,NA,NA,NA,NA
ASV8048,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV8049,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA
ASV8050,Bacteria,NA,NA,NA,NA,NA
ASV8051,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV8052,Bacteria,Planctomycetes,OM190,NA,NA,NA
ASV8055,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV8057,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,NA
ASV8058,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Nitrosococcaceae,FS142-36B-02
ASV8059,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,Cryomorpha
ASV8061,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,NA,NA
ASV8062,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella
ASV8063,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV8064,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV8065,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,NA,NA
ASV8066,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA
ASV8067,Bacteria,Planctomycetes,OM190,NA,NA,NA
ASV8068,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV8069,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae_(Subgroup_3),PAUC26f
ASV8070,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomicrobium
ASV8071,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV8072,Bacteria,NA,NA,NA,NA,NA
ASV8073,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,Sandaracinus
ASV8075,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV8076,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA
ASV8077,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV8078,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV8079,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV8080,Bacteria,NA,NA,NA,NA,NA
ASV8082,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula
ASV8084,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV8085,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Chlamydiaceae,NA
ASV8088,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV8089,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,NA
ASV8091,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
ASV8093,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV8094,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella
ASV8095,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA
ASV8096,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV8100,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,NA,NA
ASV8101,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Haloferula
ASV8102,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Roseibacillus
ASV8104,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV8105,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA
ASV8106,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV8108,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Psychrosphaera
ASV8109,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera
ASV8110,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV8111,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix
ASV8112,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV8113,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Marinoscillum
ASV8114,NA,NA,NA,NA,NA,NA
ASV8115,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV8117,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA
ASV8118,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV8119,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV8120,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV8121,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA
ASV8122,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,NA
ASV8123,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV8124,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV8125,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV8126,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,NA
ASV8127,Bacteria,NA,NA,NA,NA,NA
ASV8128,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,NA,NA
ASV8129,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,NA
ASV8130,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Roseimaritima
ASV8131,Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Holosporaceae,Candidatus_Gortzia
ASV8132,Bacteria,Planctomycetes,Brocadiae,SM23-32,NA,NA
ASV8133,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV8134,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02
ASV8135,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA
ASV8136,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV8137,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV8138,NA,NA,NA,NA,NA,NA
ASV8139,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV8140,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,NA
ASV8142,Bacteria,NA,NA,NA,NA,NA
ASV8143,Bacteria,NA,NA,NA,NA,NA
ASV8144,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Oceanicaulis
ASV8146,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Roseibacillus
ASV8150,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Dokdonia
ASV8151,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Midichloriaceae,MD3-55
ASV8152,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,NA
